date,income
202002,1.0528676
202003,1.1390876
202004,1.228166
202005,1.2727427
202006,1.2620168
202007,1.4027486
202008,1.4736353
202009,1.3635823
202010,1.4002162
202011,1.5029765
202012,1.5050747
202101,1.5029595
202102,1.6670031
202103,1.7147874
202104,1.7371741
202105,1.7344524
202106,1.8178273
202107,1.7744979
202108,1.9424929
202109,1.9114916
202110,1.9363729
202111,2.0891271
202112,2.5675622
202201,2.6345094
202202,2.6502311
202203,2.4951864
202204,2.6752948
202205,3.2437376
202206,3.7118789
202207,3.8716126
202208,3.7807108
202209,3.449013
202210,3.4225202
202211,3.828273
202212,3.8806652
202301,4.2090652
202302,4.4486692
202303,4.2909706
202304,4.0343124
202305,4.1045505
202306,4.2552219
202307,4.6279231
202308,4.4552979
202309,4.3662977
202310,4.4898233
202311,4.8806905
202312,4.7016663
202401,3.8601827
202402,3.8619273
202403,4.3830102
202404,4.6872395
202405,4.6516766
202406,4.5121569
202407,4.4944297
202408,4.2881818
202409,5.1291146
202410,5.1409349
202411,5.5818662
202412,5.3740005
202501,5.2559787
202502,5.4850433
202503,5.7715004
202504,5.7130877
202505,6.429474
202506,7.1552176
202507,7.788689
202508,8.3761778
202509,8.410002
202510,8.3023981
202511,8.5456386
202512,8.6060854
202601,10.2476364
