date,income
202002,1.0088977
202003,1.1459724
202004,1.0651989
202005,1.0683128
202006,1.0957894
202007,1.196486
202008,1.5988741
202009,1.4911892
202010,2.7259861
202011,2.7890155
202012,2.4161126
202101,2.2006725
202102,2.2980035
202103,2.5589402
202104,2.4839977
202105,2.4748745
202106,2.3632948
202107,2.2029099
202108,2.491332
202109,2.836129
202110,2.842972
202111,2.8275177
202112,3.0437803
202201,2.859206
202202,2.9882436
202203,2.620933
202204,2.6413537
202205,2.8241755
202206,3.2185129
202207,3.2968101
202208,3.4523464
202209,3.2934327
202210,3.2363181
202211,3.7749881
202212,3.826519
202301,4.028644
202302,4.397932
202303,4.3506478
202304,4.5940326
202305,4.713122
202306,4.7406883
202307,5.0252109
202308,4.8231642
202309,4.8906075
202310,4.9625055
202311,4.6893577
202312,4.5909995
202401,4.3955563
202402,4.6220239
202403,4.8731674
202404,5.2023858
202405,5.4304049
202406,4.9751057
202407,5.1654205
202408,4.8911968
202409,5.6040502
202410,5.2649707
202411,5.8180824
202412,6.1444349
202501,5.8727231
202502,5.57567
202503,5.8537165
202504,5.8758748
202505,6.3767574
202506,6.7795375
202507,6.9577834
202508,7.146691
202509,7.4162015
202510,7.5877003
202511,8.2649689
202512,8.0018852
202601,8.1758035
