date,income
202012,0.9678477
202101,0.9190957
202102,0.9528494
202103,1.0226398
202104,1.0275567
202105,1.0285594
202106,1.0645196
202107,1.0239118
202108,1.1263884
202109,1.2159648
202110,1.2024463
202111,1.213564
202112,1.3435966
202201,1.3065851
202202,1.3397925
202203,1.3194259
202204,1.1494172
202205,1.2468312
202206,1.2844211
202207,1.2775789
202208,1.4555373
202209,1.3895798
202210,1.6416517
202211,1.7656627
202212,1.7642284
202301,1.8232352
202302,1.9450606
202303,1.9557675
202304,2.0120064
202305,2.0209148
202306,2.049082
202307,2.2492426
202308,2.1380389
202309,2.1128069
202310,2.0524944
202311,2.0209195
202312,1.982678
202401,1.9355413
202402,2.0410381
202403,2.2347849
202404,2.3518449
202405,2.2020881
202406,2.0740946
202407,2.1248989
202408,2.0322881
202409,2.4325944
202410,2.3304316
202411,2.4614281
202412,2.4797596
202501,2.3496817
202502,2.2867377
202503,2.1594138
202504,2.178153
202505,2.3938126
202506,2.3938748
202507,2.435202
202508,2.542718
202509,2.6689852
202510,2.7611628
202511,2.9582087
202512,2.811893
