date,income
201912,1.1256916
202001,1.1227539
202002,1.0385289
202003,1.0324284
202004,1.0296258
202005,1.0374874
202006,1.0644829
202007,1.4734612
202008,1.6138508
202009,1.472924
202010,1.4826037
202011,1.5498078
202012,1.5009187
202101,1.3245647
202102,1.4255926
202103,1.4570562
202104,1.5075343
202105,1.6906378
202106,1.7496041
202107,1.7075574
202108,1.735764
202109,1.7848222
202110,1.8901191
202111,1.8933816
202112,2.0032501
202201,1.7788907
202202,1.8880066
202203,1.8301661
202204,1.5461773
202205,1.7969071
202206,1.8589161
202207,1.8917123
202208,1.9081563
202209,1.7106307
202210,1.7846163
202211,2.1230606
202212,1.9959124
202301,2.2055877
202302,2.1707471
202303,2.0497621
202304,1.9062724
202305,1.8893571
202306,2.0276959
202307,2.2376624
202308,2.0704687
202309,2.0743071
202310,2.0083468
202311,2.0857145
202312,2.0424554
202401,1.8852432
202402,2.0319966
202403,2.3462258
202404,2.3894871
202405,2.2380765
202406,2.1061145
202407,2.1497512
202408,2.3195328
202409,2.8782837
202410,3.0083303
202411,3.1338188
202412,3.0552206
202501,2.9347252
202502,3.0508883
202503,3.2217263
202504,3.1129734
202505,3.4477982
202506,3.5817939
202507,3.6866221
202508,3.6880861
202509,3.959471
202510,4.2131126
202511,4.4233324
