date,income
202012,1.0564769
202101,1.0443761
202102,0.945458
202103,0.9624597
202104,1.1433495
202105,1.3299985
202106,1.2845591
202107,1.0541896
202108,1.2990919
202109,0.9916729
202110,1.0113036
202111,1.0774983
202112,0.9960964
202201,0.880658
202202,0.9874188
202203,0.9569198
202204,0.8083413
202205,0.9353839
202206,1.0911741
202207,1.1773544
202208,1.1213475
202209,1.0119707
202210,1.0577999
202211,1.1951514
202212,1.3235081
202301,1.1215669
202302,1.1844066
202303,1.151433
202304,1.1099911
202305,1.0780827
202306,1.044382
202307,1.0858128
202308,0.9799624
202309,0.9793647
202310,0.9900567
202311,1.113598
202312,1.1481764
202401,0.910874
202402,0.9615091
202403,1.0358579
202404,0.9824076
202405,0.9490449
202406,0.854439
202407,0.814571
202408,0.7706607
202409,0.9219036
202410,0.9152528
202411,0.9252534
202412,0.9444969
202501,0.9654849
202502,1.0267118
202503,1.1008882
202504,1.0998397
202505,1.2187489
202506,1.1915417
202507,1.19962
202508,1.4367623
202509,1.3940693
202510,1.4189633
202511,1.4839921
202512,1.5456032
