date,income
201912,1.1423468
202001,1.1386772
202002,1.1220325
202003,1.1066757
202004,1.1640752
202005,1.1706577
202006,1.3487508
202007,1.4876216
202008,1.4125298
202009,1.4535456
202010,1.4159349
202011,1.4324419
202012,1.3295549
202101,1.1664156
202102,1.3083063
202103,1.3460642
202104,1.4771164
202105,1.5519516
202106,1.6377886
202107,1.4528836
202108,1.5399839
202109,1.5239362
202110,1.6494616
202111,1.7025295
202112,1.8264905
202201,1.6363954
202202,1.8780168
202203,1.712681
202204,1.444237
202205,1.7763929
202206,2.0099677
202207,1.9907624
202208,1.9520866
202209,1.7870679
202210,1.7048254
202211,1.8492495
202212,1.7115686
202301,1.9266177
202302,2.0479093
202303,1.932185
202304,1.92091
202305,1.7238981
202306,1.8673672
202307,2.0735174
202308,1.9770213
202309,1.9839339
202310,1.8837133
202311,1.9107529
202312,1.8086196
202401,1.520998
202402,1.6797843
202403,1.8936709
202404,1.8662419
202405,1.8482953
202406,1.57616
202407,1.6590604
202408,1.6887245
202409,2.0957057
202410,2.081638
202411,2.0385383
202412,2.1227283
202501,2.0395688
202502,2.258354
202503,2.3158978
202504,2.2938426
202505,2.5200653
202506,2.5759806
202507,2.6390176
202508,2.8676631
202509,2.8477884
202510,3.0045132
202511,2.9367648
