date,income
201612,1.1224717
201701,2.1586259
201702,2.7998954
201703,2.8608509
201704,3.7213087
201705,3.4152121
201706,3.2522225
201707,3.261653
201708,3.8459837
201709,4.8894965
201710,7.0350545
201711,7.0593409
201712,6.8634467
201801,8.8964838
201802,8.8271168
201803,8.7529097
201804,10.6874044
201805,10.3726557
201806,9.8009103
201807,9.9456365
201808,9.6377885
201809,10.0191204
201810,9.3162405
201811,9.4247505
201812,9.5183748
201901,9.6669634
201902,11.1831001
201903,13.8911111
201904,14.3219842
201905,13.4292458
201906,13.5980502
201907,13.3733174
201908,13.6951429
201909,17.882931
201910,17.7496347
201911,17.6304981
201912,18.4924842
202001,17.508946
202002,16.6396455
202003,16.6721005
202004,16.7119267
202005,16.9480006
202006,17.1882625
202007,19.4446295
202008,21.5818386
202009,19.9480289
202010,19.8053398
202011,21.1893578
202012,20.5224932
202101,19.6573522
202102,20.6516297
202103,22.532992
202104,22.588497
202105,22.2272272
202106,23.276206
202107,22.3837815
202108,24.0383907
202109,25.9945242
202110,25.7059204
202111,25.947092
202112,28.7284861
202201,27.9026408
202202,28.1568884
202203,27.7267853
202204,24.6486778
202205,27.4700077
202206,28.120058
202207,27.6539631
202208,31.5288058
202209,29.8100706
202210,35.0590306
202211,37.9198245
202212,37.7900809
202301,39.5412497
202302,41.5854104
202303,42.1597808
202304,43.3855038
202305,43.3913355
202306,43.2288373
202307,47.3525475
202308,45.0832715
202309,44.5511436
202310,43.2791977
202311,42.4095679
202312,41.4750055
202401,40.2235319
202402,41.5617248
202403,44.3533647
202404,46.6204236
202405,45.2289821
202406,42.1271297
202407,42.7761424
202408,40.4041255
202409,48.3267393
202410,46.296263
202411,48.898981
202412,48.9566757
202501,46.3762233
202502,45.1328151
202503,43.3750921
202504,43.8571466
202505,47.2178532
202506,48.0350146
202507,46.8134142
202508,48.9984883
202509,51.6333192
202510,51.7077964
202511,54.0553762
202512,52.2195904
202601,54.7337667
