date,income
201912,1.0497016
202001,0.9969564
202002,0.9506603
202003,0.937631
202004,0.9582016
202005,0.9776154
202006,0.9953
202007,1.1391564
202008,1.2212854
202009,1.1319065
202010,1.1310313
202011,1.2566891
202012,1.2002021
202101,1.1189437
202102,1.1715269
202103,1.2893106
202104,1.307447
202105,1.2888674
202106,1.3286421
202107,1.2806158
202108,1.3604744
202109,1.4633888
202110,1.4753562
202111,1.53182
202112,1.6561706
202201,1.6032231
202202,1.6363884
202203,1.5747788
202204,1.4383089
202205,1.5655617
202206,1.6451504
202207,1.607004
202208,1.7297608
202209,1.618264
202210,1.8192224
202211,1.9856279
202212,1.9518306
202301,2.0220717
202302,2.1089195
202303,2.0977618
202304,2.1573117
202305,2.1334449
202306,2.1373794
202307,2.3380403
202308,2.2111256
202309,2.1871458
202310,2.1504985
202311,2.1340411
202312,2.1170907
202401,2.0481322
202402,2.1760558
202403,2.3013686
202404,2.386865
202405,2.3774089
202406,2.2373622
202407,2.2944784
202408,2.2044042
202409,2.6467924
202410,2.5829383
202411,2.7214225
202412,2.7330803
202501,2.61748
202502,2.5740342
202503,2.4511986
202504,2.4911379
202505,2.6551363
202506,2.6984867
202507,2.6862824
202508,2.8062343
202509,2.7802327
202510,2.7981863
202511,2.8701048
202512,2.8674192
202601,2.971104
