date,income
201912,1.1423468
202001,1.1386772
202002,1.1223438
202003,1.1070446
202004,1.1644567
202005,1.1710346
202006,1.3491899
202007,1.4880971
202008,1.4129751
202009,1.4539881
202010,1.4163883
202011,1.4328973
202012,1.3299763
202101,1.1667727
202102,1.3105426
202103,1.3485183
202104,1.4798496
202105,1.554807
202106,1.6407957
202107,1.4555574
202108,1.5428086
202109,1.5267246
202110,1.6524781
202111,1.705604
202112,1.8297775
202201,1.6393082
202202,1.8813672
202203,1.7156819
202204,1.4466412
202205,1.7794056
202206,2.0133094
202207,1.9940326
202208,1.955289
202209,1.7899996
202210,1.7069489
202211,1.8517518
202212,1.7139611
202301,1.9292839
202302,2.050699
202303,1.9348114
202304,1.923527
202305,1.7262555
202306,1.8699181
202307,2.0763626
202308,1.9797434
202309,1.9866776
202310,1.8863848
202311,1.9134265
202312,1.8111123
202401,1.5231496
202402,1.6821275
202403,1.8963254
202404,1.8688937
202405,1.8509239
202406,1.5784196
202407,1.6614293
202408,1.6911167
202409,2.0987137
202410,2.0846153
202411,2.0414593
202412,2.1257777
202501,2.0425203
202502,2.2616959
202503,2.3193147
202504,2.2972171
202505,2.5237912
202506,2.5797861
202507,2.6429113
202508,2.8717317
202509,2.8518287
202510,3.0087739
202511,2.9409215
202512,3.0446908
