date,code,w
201912,002097,0.0
201912,002098,0.0
201912,002099,0.0
201912,002100,0.0
201912,002101,0.0
201912,002102,0.0
201912,002103,0.0
201912,002104,0.0
201912,002105,0.0
201912,002106,0.0
201912,002107,0.0
201912,002108,0.0
201912,002109,0.0
201912,002110,0.0
201912,002111,0.0
201912,002112,0.0
201912,002114,0.0
201912,002115,0.0
201912,002116,0.0
201912,002117,0.0
201912,002119,0.0
201912,002120,0.0
201912,002121,0.0
201912,002122,0.0
201912,002123,0.0
201912,002124,0.0
201912,002125,0.0
201912,002126,0.0
201912,002127,0.0
201912,002128,0.0
201912,002129,0.0
201912,002130,0.0
201912,002131,0.0
201912,002132,0.0
201912,002133,0.0
201912,002134,0.0
201912,002135,0.0
201912,002136,0.0
201912,002137,0.0
201912,002138,0.0
201912,002139,0.0
201912,002140,0.0
201912,002141,0.0
201912,002142,0.0
201912,002144,0.0
201912,002145,0.0
201912,002146,0.0
201912,002148,0.0
201912,002149,0.0
201912,002150,0.0
201912,002151,0.0
201912,002152,0.0
201912,002153,0.0
201912,002154,0.0
201912,002155,0.0
201912,002156,0.0
201912,002157,0.0
201912,002158,0.0
201912,002159,0.0
201912,002160,0.0
201912,002161,0.0
201912,002162,0.0
201912,002163,0.0
201912,002164,0.0
201912,002165,0.0
201912,002166,0.0
201912,002167,0.0
201912,002168,0.0
201912,002169,0.0
201912,002170,0.0
201912,002171,0.0
201912,002172,0.0
201912,002173,0.0
201912,002174,0.0
201912,002175,0.0
201912,002176,0.0
201912,002177,0.0
201912,002178,0.0
201912,002179,0.0
201912,002180,0.0
201912,002181,0.0
201912,002182,0.0
201912,002183,0.0
201912,002184,0.0
201912,002185,0.0
201912,002186,0.0
201912,002187,0.0
201912,002189,0.0
201912,002190,0.0
201912,002191,0.0
201912,002192,0.0
201912,002193,0.0
201912,002194,0.0
201912,002195,0.0
201912,002196,0.0
201912,002197,0.0
201912,002198,0.0
201912,002199,0.0
201912,002200,0.0
201912,002201,0.0
201912,002202,0.0
201912,002203,0.0
201912,002204,0.0
201912,002205,0.0
201912,002206,0.0
201912,002207,0.0
201912,002208,0.0
201912,002209,0.0
201912,002210,0.0
201912,002211,0.0
201912,002212,0.0
201912,002213,0.0
201912,002214,0.0
201912,002215,0.0
201912,002216,0.0
201912,002217,0.0
201912,002218,0.0
201912,002219,0.0
201912,002221,0.0
201912,002222,0.0
201912,002223,0.0
201912,002224,0.0
201912,002225,0.0
201912,002226,0.0
201912,002227,0.0
201912,002228,0.0
201912,002229,0.0
201912,002230,0.0
201912,002231,0.0
201912,002232,0.0
201912,002233,0.0
201912,002234,0.0
201912,002235,0.0
201912,002236,0.0
201912,002237,0.0
201912,002238,0.0
201912,002239,0.0
201912,002240,0.0
201912,002241,0.0
201912,002242,0.0
201912,002243,0.0
201912,002244,0.0
201912,002245,0.0
201912,002246,0.0
201912,002247,0.0
201912,002248,0.0
201912,002249,0.0
201912,002250,0.0
201912,002251,0.0
201912,002252,0.0
201912,002253,0.0
201912,002254,0.0
201912,002255,0.0
201912,002256,0.0
201912,002258,0.0
201912,002259,0.0
201912,002261,0.0
201912,002262,0.0
201912,002263,0.0
201912,002264,0.0
201912,002265,0.0
201912,002266,0.0
201912,002267,0.0
201912,002268,0.0
201912,002269,0.0
201912,002270,0.0
201912,002271,0.0
201912,002272,0.0
201912,002273,0.0
201912,002274,0.0
201912,002275,0.0
201912,002276,0.0
201912,002277,0.0
201912,002278,0.0
201912,002279,0.0
201912,002281,0.0
201912,002282,0.0
201912,002283,0.0
201912,002284,0.0
201912,002285,0.0
201912,002286,0.0
201912,002287,0.0
201912,002289,0.0
201912,002290,0.0
201912,002291,0.0
201912,002292,0.0
201912,002293,0.0
201912,002294,0.0
201912,002295,0.0
201912,002296,0.0
201912,002297,0.0
201912,002298,0.0
201912,002299,0.0
201912,002300,0.0
201912,002301,0.0
201912,002302,0.0
201912,002303,0.0
201912,002304,0.0
201912,002305,0.0
201912,002306,0.0
201912,002307,0.0
201912,002309,0.0
201912,002310,0.0
201912,002311,0.0
201912,002312,0.0
201912,002313,0.0
201912,002314,0.0
201912,002315,0.0
201912,002316,0.0
201912,002317,0.0
201912,002318,0.0
201912,002319,0.0
201912,002320,0.0
201912,002321,0.0
201912,002322,0.0
201912,002324,0.0
201912,002326,0.0
201912,002327,0.0
201912,002328,0.0
201912,002329,0.0
201912,002330,0.0
201912,002331,0.0
201912,002332,0.0
201912,002333,0.0
201912,002334,0.0
201912,002335,0.0
201912,002337,0.0
201912,002338,0.0
201912,002339,0.0
201912,002340,0.0
201912,002342,0.0
201912,002343,0.0
201912,002344,0.0
201912,002345,0.0
201912,002346,0.0
201912,002347,0.0
201912,002348,0.0
201912,002349,0.0
201912,002350,0.0
201912,002351,0.0
201912,002352,0.0
201912,002353,0.0
201912,002354,0.0
201912,002355,0.0
201912,002356,0.0
201912,002357,0.0
201912,002358,0.0
201912,002360,0.0
201912,002361,0.0
201912,002362,0.0
201912,002363,0.0
201912,002364,0.0
201912,002365,0.0
201912,002366,0.0
201912,002367,0.0
201912,002368,0.0
201912,002369,0.0
201912,002370,0.0
201912,002371,0.0
201912,002372,0.0
201912,002373,0.0
201912,002374,0.0
201912,002375,0.0
201912,002376,0.0
201912,002377,0.0
201912,002378,0.0
201912,002379,0.0
201912,002380,0.0
201912,002381,0.0
201912,002382,0.0
201912,002383,0.0
201912,002384,0.0
201912,002385,0.0
201912,002386,0.0
201912,002387,0.0
201912,002388,0.0
201912,002389,0.0
201912,002390,0.0
201912,002391,0.0
201912,002392,0.0
201912,002393,0.0
201912,002394,0.0
201912,002395,0.0
201912,002396,0.0
201912,002397,0.0
201912,002398,0.0
201912,002399,0.0
201912,002400,0.0
201912,002401,0.0
201912,002402,0.0
201912,002403,0.0
201912,002404,0.0
201912,002405,0.0
201912,002406,0.0
201912,002407,0.0
201912,002408,0.0
201912,002409,0.0
201912,002410,0.0
201912,002412,0.0
201912,002413,0.0
201912,002414,0.0
201912,002415,0.0
201912,002416,0.0
201912,002418,0.0
201912,002419,0.0
201912,002420,0.0
201912,002421,0.0
201912,002422,0.0
201912,002423,0.0
201912,002424,0.0
201912,002425,0.0
201912,002426,0.0
201912,002427,0.0
201912,002428,0.0
201912,002429,0.0
201912,002430,0.0
201912,002431,0.0
201912,002432,0.0
201912,002434,0.0
201912,002436,0.0
201912,002437,0.0
201912,002438,0.0
201912,002439,0.0
201912,002440,0.0
201912,002441,0.0
201912,002442,0.0
201912,002443,0.0
201912,002444,0.0
201912,002445,0.0
201912,002446,0.0
201912,002448,0.0
201912,002449,0.0
201912,002451,0.0
201912,002452,0.0
201912,002453,0.0
201912,002454,0.0
201912,002455,0.0
201912,002456,0.0
201912,002457,0.0
201912,002458,0.0
201912,002459,0.0
201912,002460,0.0
201912,002461,0.0
201912,002462,0.0
201912,002463,0.0
201912,002465,0.0
201912,002466,0.0
201912,002467,0.0
201912,002468,0.0
201912,002469,0.0
201912,002470,0.0
201912,002471,0.0
201912,002472,0.0
201912,002474,0.0
201912,002475,0.0
201912,002476,0.0
201912,002478,0.0
201912,002479,0.0
201912,002480,0.0
201912,002481,0.0
201912,002482,0.0
201912,002483,0.0
201912,002484,0.0
201912,002485,0.0
201912,002486,0.0
201912,002487,0.0
201912,002488,0.0
201912,002489,0.0
201912,002490,0.0
201912,002491,0.0
201912,002492,0.0
201912,002493,0.0
201912,002494,0.0
201912,002495,0.0
201912,002496,0.0
201912,002497,0.0
201912,002498,0.0
201912,002500,0.0
201912,002501,0.0
201912,002506,0.0
201912,002507,0.0
201912,002508,0.0
201912,002510,0.0
201912,002511,0.0
201912,002512,0.0
201912,002513,0.0
201912,002514,0.0
201912,002515,0.0
201912,002516,0.0
201912,002517,0.0
201912,002518,0.0
201912,002519,0.0
201912,002520,0.0
201912,002521,0.0
201912,002522,0.0
201912,002523,0.0
201912,002524,0.0
201912,002526,0.0
201912,002527,0.0
201912,002528,0.0
201912,002529,0.0
201912,002530,0.0
201912,002531,0.0
201912,002532,0.0
201912,002533,0.0
201912,002534,0.0
201912,002535,0.0
201912,002536,0.0
201912,002537,0.0
201912,002538,0.0
201912,002539,0.0
201912,002540,0.0
201912,002541,0.0
201912,002542,0.0
201912,002543,0.0
201912,002544,0.0
201912,002545,0.0
201912,002546,0.0
201912,002547,0.0
201912,002548,0.0
201912,002549,0.0
201912,002550,0.0
201912,002551,0.0
201912,002552,0.0
201912,002553,0.0
201912,002554,0.0
201912,002555,0.0
201912,002556,0.0
201912,002557,0.0
201912,002558,0.0
201912,002559,0.0
201912,002560,0.0
201912,002561,0.0
201912,002562,0.0
201912,002563,0.0
201912,002564,0.0
201912,002565,0.0
201912,002566,0.0
201912,002567,0.0
201912,002568,0.0
201912,002569,0.0
201912,002570,0.0
201912,002571,0.0
201912,002572,0.0
201912,002573,0.0
201912,002574,0.0
201912,002575,0.0
201912,002576,0.0
201912,002577,0.0
201912,002578,0.0
201912,002579,0.0
201912,002580,0.0
201912,002581,0.0
201912,002582,0.0
201912,002583,0.0
201912,002584,0.0
201912,002585,0.0
201912,002586,0.0
201912,002587,0.0
201912,002588,0.0
201912,002589,0.0
201912,002590,0.0
201912,002591,0.0
201912,002592,0.0
201912,002593,0.0
201912,002594,0.0
201912,002595,0.0
201912,002596,0.0
201912,002597,0.0
201912,002598,0.0
201912,002599,0.0
201912,002600,0.0
201912,002601,0.0
201912,002602,0.0
201912,002603,0.0
201912,002605,0.0
201912,002606,0.0
201912,002607,0.0
201912,002608,0.0
201912,002609,0.0
201912,002611,0.0
201912,002612,0.0
201912,002613,0.0
201912,002614,0.0
201912,002615,0.0
201912,002616,0.0
201912,002617,0.0
201912,002620,0.0
201912,002622,0.0
201912,002623,0.0
201912,002624,0.0
201912,002625,0.0
201912,002626,0.0
201912,002627,0.0
201912,002628,0.0
201912,002629,0.0
201912,002630,0.0
201912,002631,0.0
201912,002632,0.0
201912,002633,0.0
201912,002634,0.0
201912,002635,0.0
201912,002636,0.0
201912,002637,0.0
201912,002638,0.0
201912,002639,0.0
201912,002640,0.0
201912,002641,0.0
201912,002642,0.0
201912,002643,0.0
201912,002644,0.0
201912,002645,0.0
201912,002646,0.0
201912,002647,0.0
201912,002648,0.0
201912,002649,0.0
201912,002650,0.0
201912,002651,0.0
201912,002652,0.0
201912,002653,0.0
201912,002654,0.0
201912,002655,0.0
201912,002656,0.0
201912,002657,0.0
201912,002658,0.0
201912,002659,0.0
201912,002660,0.0
201912,002661,0.0
201912,002662,0.0
201912,002663,0.0
201912,002664,0.0
201912,002666,0.0
201912,002667,0.0
201912,002668,0.0
201912,002669,0.0
201912,002670,0.0
201912,002671,0.0
201912,002672,0.0
201912,002673,0.0
201912,002674,0.0
201912,002675,0.0
201912,002676,0.0
201912,002677,0.0
201912,002678,0.0
201912,002679,0.0
201912,002681,0.0
201912,002682,0.0
201912,002683,0.0
201912,002685,0.0
201912,002686,0.0
201912,002687,0.0
201912,002688,0.0
201912,002689,0.0
201912,002690,0.0
201912,002691,0.0
201912,002692,0.0
201912,002693,0.0
201912,002694,0.0
201912,002695,0.0
201912,002696,0.0
201912,002697,0.0
201912,002698,0.0
201912,002700,0.0
201912,002701,0.0
201912,002702,0.0
201912,002703,0.0
201912,002705,0.0
201912,002706,0.0
201912,002707,0.0
201912,002708,0.0
201912,002709,0.0
201912,002712,0.0
201912,002713,0.0
201912,002714,0.0
201912,002715,0.0
201912,002716,0.0
201912,002717,0.0
201912,002718,0.0
201912,002719,0.0
201912,002721,0.0
201912,002722,0.0
201912,002723,0.0
201912,002724,0.0
201912,002725,0.0
201912,002726,0.0
201912,002727,0.0
201912,002728,0.0
201912,002729,0.0
201912,002730,0.0
201912,002731,0.0
201912,002732,0.0
201912,002733,0.0
201912,002734,0.0
201912,002735,0.0
201912,002736,0.0
201912,002737,0.0
201912,002738,0.0
201912,002739,0.0
201912,002741,0.0
201912,002742,0.0
201912,002743,0.0
201912,002745,0.0
201912,002746,0.0
201912,002747,0.0
201912,002748,0.0
201912,002749,0.0
201912,002752,0.0
201912,002753,0.0
201912,002755,0.0
201912,002756,0.0
201912,002757,0.0
201912,002758,0.0
201912,002759,0.0
201912,002760,0.0
201912,002761,0.0
201912,002762,0.0
201912,002763,0.0
201912,002765,0.0
201912,002766,0.0
201912,002767,0.0
201912,002768,0.0
201912,002769,0.0
201912,002771,0.0
201912,002772,0.0
201912,002773,0.0
201912,002774,0.0
201912,002775,0.0
201912,002777,0.0
201912,002778,0.0
201912,002779,0.0
201912,002780,0.0
201912,002782,0.0
201912,002783,0.0
201912,002785,0.0
201912,002786,0.0
201912,002787,0.0
201912,002788,0.0
201912,002789,0.0
201912,002790,0.0
201912,002791,0.0
201912,002792,0.0
201912,002793,0.0
201912,002795,0.0
201912,002796,0.0
201912,002797,0.0
201912,002798,0.0
201912,002799,0.0
201912,002800,0.0
201912,002801,0.0
201912,002802,0.0
201912,002803,0.0
201912,002805,0.0
201912,002806,0.0
201912,002807,0.0
201912,002808,0.0
201912,002809,0.0
201912,002810,0.0
201912,002811,0.0
201912,002812,0.0
201912,002813,0.0
201912,002815,0.0
201912,002816,0.0
201912,002817,0.0
201912,002818,0.0
201912,002819,0.0
201912,002820,0.0
201912,002821,0.0
201912,002822,0.0
201912,002823,0.0
201912,002824,0.0
201912,002825,0.0
201912,002826,0.0
201912,002827,0.0
201912,002828,0.0
201912,002829,0.0
201912,002830,0.0
201912,002831,0.0
201912,002832,0.0
201912,002833,0.0
201912,002835,0.0
201912,002836,0.0
201912,002837,0.0
201912,002838,0.0
201912,002839,0.0
201912,002840,0.0
201912,002841,0.0
201912,002842,0.0
201912,002843,0.0
201912,002845,0.0
201912,002846,0.0
201912,002847,0.0
201912,002848,0.0
201912,002849,0.0
201912,002850,0.0
201912,002851,0.0
201912,002852,0.0
201912,002853,0.0
201912,002855,0.0
201912,002856,0.0
201912,002857,0.0
201912,002858,0.0
201912,002859,0.0
201912,002860,0.0
201912,002861,0.0
201912,002862,0.0
201912,002863,0.0
201912,002864,0.0
201912,002865,0.0
201912,002866,0.0
201912,002867,0.0
201912,002868,0.0
201912,002869,0.0
201912,002870,0.0
201912,002871,0.0
201912,002872,0.0
201912,002873,0.0
201912,002875,0.0
201912,002876,0.0
201912,002877,0.0
201912,002878,0.0
201912,002879,0.0
201912,002880,0.0
201912,002881,0.0
201912,002882,0.0
201912,002883,0.0
201912,002884,0.0
201912,002885,0.0
201912,002886,0.0
201912,002887,0.0
201912,002888,0.0
201912,002889,0.0
201912,002890,0.0
201912,002891,0.0
201912,002892,0.0
201912,002893,0.0
201912,002895,0.0
201912,002896,0.0
201912,002897,0.0
201912,002898,0.0
201912,002899,0.0
201912,002900,0.0
201912,002901,0.0
201912,002902,0.0
201912,002903,0.0
201912,002905,0.0
201912,002906,0.0
201912,002907,0.0
201912,002908,0.0
201912,002909,0.0
201912,002910,0.0
201912,002911,0.0
201912,002912,0.0
201912,002913,0.0
201912,002915,0.0
201912,002916,0.0
201912,002917,0.0
201912,002918,0.0
201912,002919,0.0
201912,002920,0.0
201912,002921,0.0
201912,002922,0.0
201912,002923,0.0
201912,002925,0.0
201912,002926,0.0
201912,002927,0.0
201912,002928,0.0
201912,002929,0.0
201912,002930,0.0
201912,002931,0.0
201912,002932,0.0
201912,002933,0.0
201912,002935,0.0
201912,002936,0.0
201912,002937,0.0
201912,002938,0.0
201912,002939,0.0
201912,002940,0.0
201912,002941,0.0
201912,002942,0.0
201912,002943,0.0
201912,002945,0.0
201912,002946,0.0
201912,002947,0.0
201912,002948,0.0
201912,002949,0.0
201912,002950,0.0
201912,002951,0.0
201912,002952,0.0
201912,002953,0.0
201912,002955,0.0
201912,002956,0.0
201912,002957,0.0
201912,002958,0.0
201912,002959,0.0
201912,002960,0.0
201912,002961,0.0
201912,002962,0.0
201912,002966,0.0
201912,002967,0.0
201912,003816,0.0
201912,600000,0.0
201912,600004,0.0
201912,600006,0.0
201912,600007,0.0
201912,600008,0.0
201912,600009,0.0
201912,600010,0.0
201912,600011,0.0
201912,600012,0.0
201912,600015,0.0
201912,600016,0.0
201912,600017,0.0
201912,600018,0.0
201912,600019,0.0
201912,600020,0.0
201912,600021,0.0
201912,600022,0.0
201912,600023,0.0
201912,600025,0.0
201912,600026,0.0
201912,600027,0.0
201912,600028,0.0
201912,600029,0.0
201912,600030,0.0
201912,600031,0.0
201912,600033,0.0
201912,600035,0.0
201912,600036,0.0
201912,600037,0.0
201912,600038,0.0
201912,600039,0.0
201912,600048,0.0
201912,600050,0.0
201912,600051,0.0
201912,600052,0.0
201912,600053,0.0
201912,600054,0.0
201912,600055,0.0
201912,600056,0.0
201912,600057,0.0
201912,600058,0.0
201912,600059,0.0
201912,600060,0.0
201912,600061,0.0
201912,600062,0.0
201912,600063,0.0
201912,600064,0.0
201912,600066,0.0
201912,600067,0.0
201912,600071,0.0
201912,600072,0.0
201912,600073,0.0
201912,600075,0.0
201912,600076,0.0
201912,600078,0.0
201912,600079,0.0
201912,600080,0.0
201912,600081,0.0
201912,600082,0.0
201912,600084,0.0
201912,600085,0.0
201912,600088,0.0
201912,600089,0.0
201912,600094,0.0
201912,600095,0.0
201912,600096,0.0
201912,600097,0.0
201912,600098,0.0
201912,600099,0.0
201912,600100,0.0
201912,600101,0.0
201912,600103,0.0
201912,600104,0.0
201912,600105,0.0
201912,600106,0.0
201912,600107,0.0
201912,600108,0.0
201912,600109,0.0
201912,600110,0.0
201912,600111,0.0
201912,600113,0.0
201912,600114,0.0
201912,600115,0.0
201912,600116,0.0
201912,600117,0.0
201912,600118,0.0
201912,600119,0.0
201912,600120,0.0
201912,600121,0.0
201912,600123,0.0
201912,600125,0.0
201912,600126,0.0
201912,600127,0.0
201912,600128,0.0
201912,600129,0.0
201912,600130,0.0
201912,600131,0.0
