date,income
201912,1.1464911
202001,1.1330065
202002,1.0594104
202003,1.0562367
202004,1.0215206
202005,1.0270655
202006,1.1195101
202007,1.41761
202008,1.3130585
202009,1.3411203
202010,1.3413683
202011,1.4117823
202012,1.3457122
202101,1.2002006
202102,1.2883909
202103,1.3284027
202104,1.4065879
202105,1.5110375
202106,1.645888
202107,1.5109131
202108,1.58363
202109,1.6315528
202110,1.7494452
202111,1.7491535
202112,1.8340734
202201,1.6330293
202202,1.8046067
202203,1.8218908
202204,1.5552223
202205,1.9538764
202206,2.2804006
202207,2.3848704
202208,2.3289957
202209,2.0820539
202210,2.1748084
202211,2.5750649
202212,2.4474032
202301,2.6969497
202302,2.6125853
202303,2.4501122
202304,2.3795657
202305,2.155034
202306,2.252292
202307,2.605533
202308,2.5495169
202309,2.5241914
202310,2.4487699
202311,2.5135955
202312,2.3831833
202401,2.0548221
202402,2.20887
202403,2.4227151
202404,2.4851873
202405,2.4290232
202406,2.0224418
202407,2.1480786
202408,2.1598362
202409,2.6921893
202410,2.7756097
202411,2.8387567
202412,2.7794468
202501,2.6788513
202502,2.7837946
202503,2.9940825
202504,2.8509862
202505,3.0933008
202506,3.3611688
202507,3.39292
202508,3.6974554
202509,3.9659736
202510,4.2996096
202511,4.2520814
